Indicator Name,Measure Names,Country Name,Measure Values
"School enrollment, tertiary (% gross)",2006,Low income,6.594749928
"School enrollment, tertiary (% gross)",2007,Low income,6.941699982
"School enrollment, tertiary (% gross)",2008,Low income,7.446139812
"School enrollment, tertiary (% gross)",2009,Low income,8.028300285
"School enrollment, tertiary (% gross)",2010,Low income,8.567970276
"School enrollment, tertiary (% gross)",2011,Low income,8.700619698
"School enrollment, tertiary (% gross)",2012,Low income,9.035989761
"School enrollment, tertiary (% gross)",2013,Low income,9.16520977
"School enrollment, tertiary (% gross)",2014,Low income,9.514690399
"School enrollment, tertiary (% gross)",2015,Low income,9.526499748
"School enrollment, tertiary (% gross)",2016,Low income,9.438389778
"School enrollment, tertiary (% gross)",2017,Low income,9.489239693
"School enrollment, tertiary (% gross)",2018,Low income,9.527990341
"School enrollment, tertiary (% gross)",2019,Low income,
"School enrollment, tertiary (% gross)",2020,Low income,
"School enrollment, tertiary (% gross)",2000,Lao PDR,2.693589926
"School enrollment, tertiary (% gross)",2001,Lao PDR,3.104899883
"School enrollment, tertiary (% gross)",2002,Lao PDR,4.165380001
"School enrollment, tertiary (% gross)",2003,Lao PDR,4.948560238
"School enrollment, tertiary (% gross)",2004,Lao PDR,5.7571702
"School enrollment, tertiary (% gross)",2005,Lao PDR,7.804130077
"School enrollment, tertiary (% gross)",2006,Lao PDR,8.978569984
"School enrollment, tertiary (% gross)",2007,Lao PDR,11.49604988
"School enrollment, tertiary (% gross)",2008,Lao PDR,13.30737972
"School enrollment, tertiary (% gross)",2009,Lao PDR,16.39208984
"School enrollment, tertiary (% gross)",2010,Lao PDR,16.64825058
"School enrollment, tertiary (% gross)",2011,Lao PDR,17.80541039
"School enrollment, tertiary (% gross)",2012,Lao PDR,17.6678791
"School enrollment, tertiary (% gross)",2013,Lao PDR,19.02276993
"School enrollment, tertiary (% gross)",2014,Lao PDR,18.3731308
"School enrollment, tertiary (% gross)",2015,Lao PDR,18.16503906
"School enrollment, tertiary (% gross)",2016,Lao PDR,17.26186943
"School enrollment, tertiary (% gross)",2017,Lao PDR,15.74090958
"School enrollment, tertiary (% gross)",2018,Lao PDR,14.96675968
"School enrollment, tertiary (% gross)",2019,Lao PDR,14.45331001
"School enrollment, tertiary (% gross)",2020,Lao PDR,
"School enrollment, tertiary (% gross)",2000,Georgia,39.05968857
"School enrollment, tertiary (% gross)",2001,Georgia,40.86437988
"School enrollment, tertiary (% gross)",2002,Georgia,43.76617813
"School enrollment, tertiary (% gross)",2003,Georgia,45.85309982
"School enrollment, tertiary (% gross)",2004,Georgia,45.78385162
"School enrollment, tertiary (% gross)",2005,Georgia,51.37931061
"School enrollment, tertiary (% gross)",2006,Georgia,42.73038101
"School enrollment, tertiary (% gross)",2007,Georgia,41.81056976
"School enrollment, tertiary (% gross)",2008,Georgia,38.87020874
"School enrollment, tertiary (% gross)",2009,Georgia,28.88170052
"School enrollment, tertiary (% gross)",2010,Georgia,32.58370972
"School enrollment, tertiary (% gross)",2011,Georgia,34.78549957
"School enrollment, tertiary (% gross)",2012,Georgia,32.24253082
"School enrollment, tertiary (% gross)",2013,Georgia,37.91400146
"School enrollment, tertiary (% gross)",2014,Georgia,42.28091812
"School enrollment, tertiary (% gross)",2015,Georgia,46.48112869
"School enrollment, tertiary (% gross)",2016,Georgia,51.83005142
"School enrollment, tertiary (% gross)",2017,Georgia,56.8112793
"School enrollment, tertiary (% gross)",2018,Georgia,60.33444977
"School enrollment, tertiary (% gross)",2019,Georgia,63.91550064
"School enrollment, tertiary (% gross)",2020,Georgia,
"School enrollment, tertiary (% gross)",2000,Ethiopia,1.186560035
"School enrollment, tertiary (% gross)",2001,Ethiopia,1.469179988
"School enrollment, tertiary (% gross)",2002,Ethiopia,1.649150014
"School enrollment, tertiary (% gross)",2003,Ethiopia,2.309279919
"School enrollment, tertiary (% gross)",2004,Ethiopia,2.599430084
"School enrollment, tertiary (% gross)",2005,Ethiopia,2.810039997
"School enrollment, tertiary (% gross)",2006,Ethiopia,
"School enrollment, tertiary (% gross)",2007,Ethiopia,
"School enrollment, tertiary (% gross)",2008,Ethiopia,3.62789011
"School enrollment, tertiary (% gross)",2009,Ethiopia,5.372210026
"School enrollment, tertiary (% gross)",2010,Ethiopia,7.483180046
"School enrollment, tertiary (% gross)",2011,Ethiopia,7.88365984
"School enrollment, tertiary (% gross)",2012,Ethiopia,8.223600388
"School enrollment, tertiary (% gross)",2013,Ethiopia,
"School enrollment, tertiary (% gross)",2014,Ethiopia,8.105319977
"School enrollment, tertiary (% gross)",2015,Ethiopia,
"School enrollment, tertiary (% gross)",2016,Ethiopia,
"School enrollment, tertiary (% gross)",2017,Ethiopia,
"School enrollment, tertiary (% gross)",2018,Ethiopia,
"School enrollment, tertiary (% gross)",2019,Ethiopia,
"School enrollment, tertiary (% gross)",2020,Ethiopia,
"School enrollment, tertiary (% gross)",2000,China,7.590410233
"School enrollment, tertiary (% gross)",2001,China,9.789110184
"School enrollment, tertiary (% gross)",2002,China,12.62847996
"School enrollment, tertiary (% gross)",2003,China,15.45267963
"School enrollment, tertiary (% gross)",2004,China,17.69125938
"School enrollment, tertiary (% gross)",2005,China,19.08699989
"School enrollment, tertiary (% gross)",2006,China,20.2191906
"School enrollment, tertiary (% gross)",2007,China,20.52121925
"School enrollment, tertiary (% gross)",2008,China,20.68412018
"School enrollment, tertiary (% gross)",2009,China,22.44305992
"School enrollment, tertiary (% gross)",2010,China,24.19849014
"School enrollment, tertiary (% gross)",2011,China,25.64785004
"School enrollment, tertiary (% gross)",2012,China,28.72566986
"School enrollment, tertiary (% gross)",2013,China,32.43367004
"School enrollment, tertiary (% gross)",2014,China,42.43072891
"School enrollment, tertiary (% gross)",2015,China,46.04042816
"School enrollment, tertiary (% gross)",2016,China,48.01902008
"School enrollment, tertiary (% gross)",2017,China,49.07326126
"School enrollment, tertiary (% gross)",2018,China,50.60443878
"School enrollment, tertiary (% gross)",2019,China,53.76491165
"School enrollment, tertiary (% gross)",2020,China,
"School enrollment, tertiary (% gross)",2000,Cambodia,2.481359959
"School enrollment, tertiary (% gross)",2001,Cambodia,2.379909992
"School enrollment, tertiary (% gross)",2002,Cambodia,2.489429951
"School enrollment, tertiary (% gross)",2003,Cambodia,2.918159962
"School enrollment, tertiary (% gross)",2004,Cambodia,2.817140102
"School enrollment, tertiary (% gross)",2005,Cambodia,3.388560057
"School enrollment, tertiary (% gross)",2006,Cambodia,5.678549767
"School enrollment, tertiary (% gross)",2007,Cambodia,7.314459801
"School enrollment, tertiary (% gross)",2008,Cambodia,9.122429848
"School enrollment, tertiary (% gross)",2009,Cambodia,11.76895046
"School enrollment, tertiary (% gross)",2010,Cambodia,13.96498966
"School enrollment, tertiary (% gross)",2011,Cambodia,14.89006996
"School enrollment, tertiary (% gross)",2012,Cambodia,
"School enrollment, tertiary (% gross)",2013,Cambodia,
"School enrollment, tertiary (% gross)",2014,Cambodia,
"School enrollment, tertiary (% gross)",2015,Cambodia,13.13562965
"School enrollment, tertiary (% gross)",2016,Cambodia,
"School enrollment, tertiary (% gross)",2017,Cambodia,13.1342802
"School enrollment, tertiary (% gross)",2018,Cambodia,13.68776035
"School enrollment, tertiary (% gross)",2019,Cambodia,14.73896027
"School enrollment, tertiary (% gross)",2020,Cambodia,
"School enrollment, tertiary (% gross)",2000,Bhutan,
"School enrollment, tertiary (% gross)",2001,Bhutan,
"School enrollment, tertiary (% gross)",2002,Bhutan,
"School enrollment, tertiary (% gross)",2003,Bhutan,
"School enrollment, tertiary (% gross)",2004,Bhutan,
"School enrollment, tertiary (% gross)",2005,Bhutan,5.039000034
"School enrollment, tertiary (% gross)",2006,Bhutan,5.303349972
"School enrollment, tertiary (% gross)",2007,Bhutan,5.70472002
"School enrollment, tertiary (% gross)",2008,Bhutan,6.758729935
"School enrollment, tertiary (% gross)",2009,Bhutan,6.491660118
"School enrollment, tertiary (% gross)",2010,Bhutan,7.246779919
"School enrollment, tertiary (% gross)",2011,Bhutan,8.919469833
"School enrollment, tertiary (% gross)",2012,Bhutan,9.509610176
"School enrollment, tertiary (% gross)",2013,Bhutan,10.90071964
"School enrollment, tertiary (% gross)",2014,Bhutan,
"School enrollment, tertiary (% gross)",2015,Bhutan,
"School enrollment, tertiary (% gross)",2016,Bhutan,
"School enrollment, tertiary (% gross)",2017,Bhutan,
"School enrollment, tertiary (% gross)",2018,Bhutan,15.55451012
"School enrollment, tertiary (% gross)",2019,Bhutan,
"School enrollment, tertiary (% gross)",2020,Bhutan,16.44733047
"School enrollment, tertiary (% gross)",2000,Azerbaijan,
"School enrollment, tertiary (% gross)",2001,Azerbaijan,
"School enrollment, tertiary (% gross)",2002,Azerbaijan,
"School enrollment, tertiary (% gross)",2003,Azerbaijan,
"School enrollment, tertiary (% gross)",2004,Azerbaijan,
"School enrollment, tertiary (% gross)",2005,Azerbaijan,
"School enrollment, tertiary (% gross)",2006,Azerbaijan,19.78945923
"School enrollment, tertiary (% gross)",2007,Azerbaijan,19.36459923
"School enrollment, tertiary (% gross)",2008,Azerbaijan,19.04788971
"School enrollment, tertiary (% gross)",2009,Azerbaijan,19.05771065
"School enrollment, tertiary (% gross)",2010,Azerbaijan,19.26004028
"School enrollment, tertiary (% gross)",2011,Azerbaijan,19.64731026
"School enrollment, tertiary (% gross)",2012,Azerbaijan,20.4384594
"School enrollment, tertiary (% gross)",2013,Azerbaijan,21.44042969
"School enrollment, tertiary (% gross)",2014,Azerbaijan,23.15973091
"School enrollment, tertiary (% gross)",2015,Azerbaijan,25.48320007
"School enrollment, tertiary (% gross)",2016,Azerbaijan,25.92642021
"School enrollment, tertiary (% gross)",2017,Azerbaijan,27.06740952
"School enrollment, tertiary (% gross)",2018,Azerbaijan,27.70849991
"School enrollment, tertiary (% gross)",2019,Azerbaijan,31.54019928
"School enrollment, tertiary (% gross)",2020,Azerbaijan,
"School enrollment, tertiary (% gross)",2000,Armenia,35.54978943
"School enrollment, tertiary (% gross)",2001,Armenia,33.54529953
"School enrollment, tertiary (% gross)",2002,Armenia,36.14685822
"School enrollment, tertiary (% gross)",2003,Armenia,37.2188797
"School enrollment, tertiary (% gross)",2004,Armenia,37.88314056
"School enrollment, tertiary (% gross)",2005,Armenia,39.54676819
"School enrollment, tertiary (% gross)",2006,Armenia,43.11534882
"School enrollment, tertiary (% gross)",2007,Armenia,45.93093872
"School enrollment, tertiary (% gross)",2008,Armenia,48.48933029
"School enrollment, tertiary (% gross)",2009,Armenia,51.33459091
"School enrollment, tertiary (% gross)",2010,Armenia,52.989151
"School enrollment, tertiary (% gross)",2011,Armenia,53.33778
"School enrollment, tertiary (% gross)",2012,Armenia,46.15803146
"School enrollment, tertiary (% gross)",2013,Armenia,45.73738861
"School enrollment, tertiary (% gross)",2014,Armenia,47.08219147
"School enrollment, tertiary (% gross)",2015,Armenia,46.52180099
"School enrollment, tertiary (% gross)",2016,Armenia,51.08018875
"School enrollment, tertiary (% gross)",2017,Armenia,52.25152969
"School enrollment, tertiary (% gross)",2018,Armenia,54.57048035
"School enrollment, tertiary (% gross)",2019,Armenia,51.48752975
"School enrollment, tertiary (% gross)",2020,Armenia,
